1502,1,usually,sometimes,often,usually,usually,no,sometimes,sometimes
4716,1,often,never,usually,often,never,no,never,sometimes
302,1,sometimes,never,never,often,never,no,often,often
1918,1,often,sometimes,often,sometimes,sometimes,yes,often,never
4182,1,never,usually,usually,often,usually,no,often,never
1347,1,often,sometimes,often,often,sometimes,no,sometimes,never
749,1,sometimes,sometimes,usually,sometimes,usually,yes,often,sometimes
653,1,never,never,sometimes,usually,usually,no,sometimes,often
4763,1,usually,sometimes,sometimes,never,usually,no,sometimes,never
1749,1,often,never,often,never,usually,no,never,often
4047,1,sometimes,often,usually,usually,usually,no,never,often
3006,1,usually,never,often,sometimes,sometimes,no,usually,usually
2777,1,never,usually,usually,sometimes,often,yes,never,usually
296,1,sometimes,usually,never,often,usually,no,never,often
2541,1,never,often,often,usually,never,yes,often,sometimes
2408,1,usually,never,never,sometimes,often,no,often,never
2797,1,sometimes,often,never,never,often,no,often,never
4209,1,never,often,never,never,often,no,never,never
2235,1,never,sometimes,usually,sometimes,often,no,usually,never
3809,1,never,usually,often,never,usually,yes,never,often
4142,1,usually,never,sometimes,often,sometimes,yes,sometimes,sometimes
458,1,never,often,never,often,often,no,often,often
2678,1,usually,sometimes,never,often,usually,yes,never,usually
6,1,sometimes,sometimes,usually,often,never,yes,often,usually
460,1,never,sometimes,usually,never,sometimes,no,often,never
922,1,never,never,often,often,usually,yes,never,often
4711,1,usually,never,sometimes,never,never,yes,usually,often
1714,1,often,sometimes,usually,often,often,yes,usually,never
104,1,usually,usually,never,sometimes,usually,yes,often,often
3896,1,usually,usually,usually,often,often,no,usually,usually
4853,1,sometimes,often,often,often,never,yes,often,sometimes
2184,1,sometimes,sometimes,never,often,often,yes,never,usually
1823,1,never,often,often,usually,usually,yes,often,usually
229,1,often,usually,sometimes,sometimes,often,yes,sometimes,never
2846,1,often,never,never,usually,usually,yes,often,often
4770,1,sometimes,usually,often,often,never,yes,never,often
1803,1,sometimes,sometimes,often,often,never,yes,usually,usually
3174,1,often,never,usually,sometimes,usually,yes,sometimes,usually
886,1,often,often,never,often,sometimes,no,often,usually
3863,1,never,never,never,often,never,yes,usually,sometimes
1562,1,never,sometimes,often,often,often,no,never,usually
94,1,often,sometimes,sometimes,never,sometimes,yes,sometimes,sometimes
963,1,usually,sometimes,never,often,often,yes,usually,usually
2595,1,often,never,usually,often,usually,no,never,sometimes
204,1,often,often,never,never,often,no,sometimes,usually
3574,1,usually,sometimes,sometimes,never,often,yes,usually,sometimes
2134,1,sometimes,usually,sometimes,never,usually,no,never,often
4499,1,usually,often,usually,often,never,yes,sometimes,usually
2629,1,never,never,usually,often,sometimes,no,often,sometimes
3274,1,often,often,never,sometimes,sometimes,yes,usually,sometimes
1178,1,sometimes,sometimes,often,sometimes,never,no,often,usually
1190,1,usually,often,often,usually,sometimes,no,usually,usually
4947,1,sometimes,usually,usually,often,usually,yes,never,never
4007,1,often,never,sometimes,sometimes,never,yes,often,often
258,1,often,usually,usually,never,sometimes,yes,often,often
3557,1,never,sometimes,usually,sometimes,never,yes,often,often
1039,1,never,never,often,never,usually,yes,often,sometimes
3020,1,never,usually,often,sometimes,usually,yes,often,never
436,1,usually,usually,sometimes,sometimes,sometimes,no,never,sometimes
1611,1,usually,usually,usually,sometimes,never,yes,sometimes,usually
3860,1,sometimes,often,sometimes,never,sometimes,no,sometimes,sometimes
2139,1,sometimes,usually,often,usually,sometimes,no,sometimes,never
4636,1,sometimes,often,never,often,usually,yes,sometimes,often
4399,1,sometimes,usually,sometimes,never,never,yes,usually,usually
2618,1,never,never,sometimes,sometimes,usually,no,never,usually
84,1,often,often,never,usually,never,no,never,usually
4382,1,sometimes,often,often,often,often,yes,usually,usually
537,1,sometimes,never,never,usually,often,no,never,usually
155,1,often,often,never,often,sometimes,yes,usually,often
1091,1,never,sometimes,usually,sometimes,sometimes,yes,sometimes,often
4595,1,often,sometimes,sometimes,often,often,no,sometimes,sometimes
1663,1,never,never,sometimes,usually,never,yes,never,usually
2521,1,never,often,usually,usually,never,no,usually,sometimes
3418,1,never,often,never,often,sometimes,yes,usually,never
158,1,usually,usually,never,often,often,no,never,never
1105,1,sometimes,sometimes,usually,often,sometimes,no,usually,sometimes
4600,1,sometimes,usually,never,sometimes,never,yes,usually,often
2242,1,never,often,never,often,often,no,usually,often
4451,1,never,often,never,sometimes,often,no,often,sometimes
492,1,never,never,often,usually,usually,no,never,sometimes
12,1,usually,sometimes,often,never,usually,yes,usually,usually
4547,1,sometimes,often,usually,never,often,no,often,never
2332,1,usually,usually,usually,usually,never,yes,often,sometimes
2302,1,sometimes,usually,never,never,usually,yes,often,usually
3001,1,usually,never,usually,often,often,no,never,sometimes
3412,1,often,often,sometimes,sometimes,sometimes,yes,often,never
1108,1,never,never,often,never,usually,no,usually,usually
1771,1,sometimes,often,never,sometimes,often,yes,usually,usually
3883,1,usually,usually,often,often,sometimes,no,usually,never
1203,1,never,often,sometimes,usually,sometimes,yes,sometimes,often
1067,1,never,often,usually,never,usually,yes,sometimes,usually
4553,1,sometimes,never,often,sometimes,sometimes,yes,often,often
2001,1,usually,never,usually,sometimes,usually,no,never,sometimes
1439,1,sometimes,often,never,often,sometimes,yes,usually,usually
1927,1,usually,often,never,often,often,yes,usually,often
2443,1,never,usually,never,sometimes,usually,yes,sometimes,usually
2407,1,usually,sometimes,often,usually,usually,yes,usually,never
1239,1,usually,usually,never,sometimes,never,no,often,never
4606,1,usually,sometimes,sometimes,sometimes,often,yes,sometimes,usually
4213,1,often,never,never,usually,never,yes,sometimes,sometimes
2038,1,never,never,often,often,often,no,usually,sometimes
464,1,usually,sometimes,usually,never,sometimes,no,never,usually
4371,1,often,sometimes,usually,usually,often,yes,usually,often
238,1,sometimes,usually,often,usually,usually,yes,usually,often
573,1,never,never,sometimes,sometimes,often,no,never,often
3136,1,often,usually,sometimes,never,usually,no,usually,sometimes
2728,1,sometimes,sometimes,sometimes,sometimes,often,yes,often,sometimes
4498,1,often,sometimes,often,often,never,no,never,often
581,1,usually,usually,sometimes,usually,sometimes,no,never,sometimes
4780,1,never,often,often,never,usually,no,sometimes,sometimes
3970,1,sometimes,often,often,often,usually,no,sometimes,sometimes
4631,1,usually,sometimes,usually,often,sometimes,yes,sometimes,sometimes
1509,1,never,often,sometimes,never,usually,no,sometimes,often
428,1,sometimes,usually,usually,usually,sometimes,yes,often,usually
1060,1,usually,often,sometimes,usually,never,yes,often,usually
3957,1,never,sometimes,usually,often,sometimes,no,usually,never
566,1,never,often,usually,usually,sometimes,no,often,sometimes
63,1,never,usually,often,usually,usually,yes,usually,usually
4739,1,usually,usually,never,often,often,yes,sometimes,sometimes
5000,1,never,sometimes,usually,sometimes,never,yes,usually,never
1537,1,sometimes,sometimes,never,never,never,yes,usually,sometimes
109,1,never,sometimes,usually,often,sometimes,yes,sometimes,sometimes
2365,1,never,usually,sometimes,usually,never,yes,usually,never
3314,1,sometimes,usually,sometimes,sometimes,sometimes,no,never,usually
3149,1,sometimes,sometimes,often,never,usually,no,sometimes,often
2597,1,never,sometimes,never,often,often,no,usually,never
3979,1,never,sometimes,sometimes,usually,usually,yes,sometimes,usually
2787,1,usually,sometimes,never,often,sometimes,yes,usually,sometimes
2002,1,never,never,often,usually,sometimes,yes,usually,sometimes
677,1,usually,usually,usually,usually,usually,yes,usually,never
4022,1,usually,never,often,never,usually,yes,usually,sometimes
396,1,never,never,sometimes,usually,usually,yes,never,sometimes
817,1,never,never,sometimes,usually,never,yes,usually,never
1311,1,never,never,sometimes,never,sometimes,yes,sometimes,usually
3665,1,sometimes,sometimes,often,often,usually,yes,sometimes,often
294,1,never,usually,often,often,usually,no,usually,usually
2951,1,never,usually,often,sometimes,never,no,sometimes,never
2254,1,never,usually,often,usually,sometimes,yes,usually,never
3485,1,usually,sometimes,never,often,sometimes,yes,often,often
3711,1,never,sometimes,usually,usually,often,yes,never,often
3069,1,never,usually,sometimes,usually,usually,no,often,sometimes
850,1,sometimes,never,never,never,usually,yes,often,often
1206,1,often,sometimes,often,usually,sometimes,no,sometimes,never
1942,1,sometimes,sometimes,sometimes,sometimes,often,yes,sometimes,usually
4737,1,often,usually,often,usually,sometimes,no,never,sometimes
2218,1,usually,never,never,never,often,yes,sometimes,sometimes
663,1,sometimes,never,sometimes,often,sometimes,yes,sometimes,often
2392,1,never,sometimes,often,never,usually,yes,often,sometimes
1294,1,often,often,often,sometimes,never,yes,sometimes,often
304,1,sometimes,sometimes,often,never,often,no,often,sometimes
2416,1,usually,usually,often,often,never,yes,often,never
419,1,often,usually,usually,never,usually,no,never,often
3459,1,usually,never,sometimes,never,never,no,often,often
216,1,often,often,usually,never,usually,yes,usually,sometimes
4106,1,never,often,never,often,never,no,often,often
2286,1,often,sometimes,often,sometimes,sometimes,yes,often,often
4701,1,often,never,never,often,never,no,often,often
1633,1,sometimes,never,usually,usually,often,yes,usually,never
375,1,sometimes,usually,never,often,usually,no,never,often
2969,1,sometimes,sometimes,often,usually,usually,yes,often,never
951,1,never,sometimes,often,never,often,no,usually,usually
3875,1,usually,usually,often,never,sometimes,yes,sometimes,sometimes
4674,1,never,usually,usually,often,usually,yes,usually,sometimes
931,1,sometimes,usually,usually,sometimes,often,yes,usually,sometimes
2202,1,sometimes,usually,sometimes,sometimes,never,no,never,usually
1396,1,sometimes,never,often,sometimes,often,yes,often,usually
3223,1,never,often,never,sometimes,often,yes,never,sometimes
4345,1,sometimes,usually,often,sometimes,sometimes,no,sometimes,usually
3084,1,sometimes,never,never,usually,sometimes,no,never,sometimes
4696,1,never,often,usually,never,often,no,sometimes,usually
2479,1,never,sometimes,sometimes,sometimes,sometimes,yes,never,never
2500,1,usually,sometimes,often,sometimes,never,yes,often,never
262,1,often,usually,usually,usually,often,yes,usually,sometimes
2382,1,never,often,often,often,usually,yes,often,usually
2191,1,never,usually,usually,often,never,yes,sometimes,never
2535,1,usually,usually,never,usually,often,yes,never,often
2898,1,sometimes,sometimes,usually,usually,often,no,never,usually
561,1,often,never,never,never,usually,no,never,sometimes
2861,1,usually,usually,often,never,often,yes,sometimes,often
4501,1,often,sometimes,usually,sometimes,often,no,never,sometimes
3030,1,never,usually,usually,never,never,yes,usually,sometimes
1432,1,often,never,sometimes,often,never,no,never,never
2004,1,never,usually,often,often,sometimes,yes,often,never
2309,1,often,never,often,often,usually,no,sometimes,never
4204,1,sometimes,usually,sometimes,sometimes,never,yes,often,never
1917,1,usually,usually,never,usually,never,no,often,sometimes
459,1,sometimes,usually,sometimes,never,often,yes,sometimes,usually
3028,1,usually,never,sometimes,never,never,yes,sometimes,sometimes
3378,1,often,often,sometimes,never,often,yes,usually,usually
3886,1,sometimes,never,often,never,often,yes,sometimes,usually
3002,1,never,sometimes,never,sometimes,usually,yes,sometimes,often
1253,1,usually,never,usually,sometimes,never,no,never,never
751,1,never,usually,never,sometimes,never,yes,sometimes,never
218,1,never,often,often,sometimes,sometimes,no,sometimes,sometimes
1928,1,never,often,sometimes,sometimes,never,yes,sometimes,usually
1219,1,sometimes,often,sometimes,often,usually,yes,usually,usually
4801,1,never,sometimes,never,often,sometimes,no,sometimes,often
3308,1,never,usually,sometimes,sometimes,never,yes,sometimes,often
4151,1,often,usually,often,sometimes,usually,no,never,usually
2738,1,never,usually,usually,often,sometimes,no,never,usually
1335,1,often,never,usually,never,sometimes,no,usually,usually
2624,1,never,usually,never,sometimes,usually,yes,sometimes,sometimes
1669,1,sometimes,never,sometimes,usually,usually,yes,sometimes,usually
4365,1,often,sometimes,often,often,never,yes,often,sometimes
3646,1,usually,sometimes,never,sometimes,often,yes,sometimes,often
3866,1,sometimes,sometimes,sometimes,sometimes,never,no,sometimes,often
2065,1,never,sometimes,usually,sometimes,sometimes,no,often,often
4652,1,never,often,sometimes,usually,usually,yes,usually,never
2860,1,usually,sometimes,usually,never,usually,no,usually,usually
2955,1,usually,never,sometimes,never,never,no,sometimes,often
2342,1,sometimes,often,sometimes,usually,never,yes,often,usually
3250,1,usually,sometimes,often,often,sometimes,yes,often,often
1685,1,never,often,sometimes,often,never,yes,never,usually
1099,1,sometimes,often,often,sometimes,often,no,sometimes,sometimes
4426,1,never,never,never,usually,often,yes,never,often
2793,1,never,sometimes,usually,never,sometimes,yes,never,often
2391,1,never,sometimes,sometimes,sometimes,often,yes,sometimes,never
4689,1,often,sometimes,never,never,sometimes,no,usually,never
4217,1,sometimes,sometimes,often,never,often,yes,never,never
3238,1,often,usually,usually,usually,often,no,sometimes,often
101,1,often,often,usually,usually,often,yes,usually,sometimes
324,1,sometimes,sometimes,often,sometimes,never,yes,usually,usually
1348,1,often,never,never,usually,sometimes,no,never,never
989,1,sometimes,usually,never,usually,sometimes,no,often,often
2179,1,often,never,often,often,usually,no,usually,often
2643,1,usually,sometimes,sometimes,sometimes,often,no,never,often
3977,1,often,often,never,never,sometimes,no,usually,never
2260,1,usually,never,often,sometimes,sometimes,no,never,usually
986,1,often,never,sometimes,never,often,yes,usually,never
735,1,never,usually,often,never,sometimes,no,never,often
4207,1,usually,never,sometimes,usually,usually,no,never,often
2224,1,never,often,never,usually,usually,no,often,often
3772,1,sometimes,usually,never,sometimes,sometimes,yes,usually,often
2398,1,often,usually,often,often,sometimes,yes,usually,sometimes
4488,1,sometimes,usually,never,never,often,yes,usually,sometimes
618,1,often,often,never,never,often,yes,sometimes,sometimes
1872,1,usually,usually,usually,often,often,yes,often,usually
295,1,usually,usually,sometimes,never,usually,no,often,usually
4368,1,sometimes,often,sometimes,never,sometimes,yes,often,never
1092,1,sometimes,usually,often,sometimes,never,yes,sometimes,often
647,1,sometimes,often,usually,never,never,yes,often,sometimes
1165,1,usually,sometimes,never,sometimes,never,yes,often,sometimes
4364,1,never,usually,often,never,usually,no,usually,usually
4690,1,usually,sometimes,often,often,sometimes,yes,usually,never
4000,1,sometimes,sometimes,never,usually,never,yes,never,usually
356,1,often,usually,usually,usually,usually,yes,usually,sometimes
4864,1,usually,often,often,never,often,no,usually,usually
1517,1,usually,often,sometimes,sometimes,never,yes,sometimes,never
4076,1,usually,often,sometimes,often,usually,yes,sometimes,sometimes
4571,1,often,never,usually,often,sometimes,yes,usually,usually
1113,1,never,usually,never,never,never,yes,never,often
2674,1,usually,sometimes,sometimes,often,often,yes,sometimes,often
2692,1,sometimes,usually,often,often,never,no,never,sometimes
3117,1,often,never,never,usually,never,no,sometimes,never
4751,1,often,often,sometimes,often,often,yes,often,often
1572,1,sometimes,usually,sometimes,sometimes,never,no,never,usually
629,1,sometimes,usually,never,never,sometimes,no,sometimes,never
4385,1,never,usually,often,often,often,no,usually,often
3138,1,sometimes,never,often,sometimes,usually,no,usually,often
4461,1,sometimes,often,never,never,never,yes,never,never
337,1,usually,often,usually,never,often,no,sometimes,never
873,1,never,sometimes,usually,usually,usually,no,sometimes,sometimes
3436,1,usually,never,usually,usually,usually,yes,sometimes,never
3235,1,never,often,often,often,usually,no,often,often
227,1,often,never,usually,sometimes,usually,no,often,sometimes
651,1,never,never,sometimes,never,never,no,sometimes,usually
3265,1,often,sometimes,sometimes,never,often,yes,usually,never
1393,1,usually,usually,often,usually,often,yes,usually,never
4682,1,never,usually,often,sometimes,often,yes,often,often
577,1,often,sometimes,usually,sometimes,never,no,sometimes,sometimes
2853,1,never,often,sometimes,sometimes,sometimes,no,never,sometimes
2494,1,sometimes,sometimes,usually,often,never,yes,usually,often
4785,1,often,often,often,never,often,yes,never,sometimes
907,1,often,usually,often,never,sometimes,no,often,often
1657,1,never,sometimes,often,never,never,yes,usually,sometimes
4888,1,usually,often,sometimes,sometimes,sometimes,no,never,never
1442,1,often,sometimes,usually,never,never,yes,usually,usually
2363,1,often,sometimes,usually,usually,sometimes,no,usually,usually
292,1,usually,often,usually,never,often,no,sometimes,often
4720,1,sometimes,sometimes,usually,sometimes,sometimes,yes,often,usually
1842,1,usually,often,often,sometimes,often,yes,never,often
1888,1,never,sometimes,never,often,sometimes,no,usually,often
4702,1,often,often,usually,usually,usually,no,often,usually
3618,1,never,sometimes,never,sometimes,often,yes,often,sometimes
1189,1,often,sometimes,never,never,usually,no,never,often
1229,1,never,often,never,never,never,yes,sometimes,usually
4765,1,usually,usually,often,usually,sometimes,yes,never,usually
1546,1,sometimes,usually,usually,often,sometimes,yes,often,sometimes
1487,1,never,sometimes,never,sometimes,sometimes,no,never,often
1759,1,often,often,often,sometimes,never,no,often,often
4899,1,never,usually,never,never,often,yes,often,never
1327,1,never,often,sometimes,often,sometimes,no,never,never
2089,1,never,often,usually,sometimes,usually,no,often,usually
4485,1,usually,sometimes,often,usually,sometimes,no,usually,often
1269,1,often,often,never,sometimes,usually,no,often,never
1913,1,sometimes,usually,sometimes,often,sometimes,yes,usually,often
3286,1,usually,often,usually,usually,never,no,sometimes,sometimes
4990,1,usually,sometimes,sometimes,never,never,yes,often,never
1617,1,sometimes,sometimes,never,sometimes,never,no,usually,never
427,1,sometimes,often,usually,never,sometimes,yes,sometimes,never
4236,1,never,usually,usually,sometimes,often,no,often,often
780,1,never,often,usually,usually,never,yes,often,never
2068,1,never,never,never,often,usually,no,never,sometimes
390,1,usually,sometimes,never,never,never,yes,sometimes,often
1033,1,never,often,sometimes,never,sometimes,yes,often,often
160,1,sometimes,often,never,usually,usually,no,never,never
1280,1,sometimes,sometimes,often,never,usually,no,sometimes,never
1296,1,often,often,never,never,often,no,often,often
2375,1,usually,often,sometimes,sometimes,never,no,usually,usually
174,1,never,often,sometimes,often,sometimes,no,never,often
4469,1,usually,never,never,usually,often,yes,often,usually
97,1,often,usually,often,never,sometimes,no,never,usually
3833,1,usually,often,never,usually,often,yes,sometimes,never
4227,1,never,never,sometimes,never,never,yes,never,usually
223,1,never,never,never,often,often,no,usually,often
821,1,usually,never,never,often,sometimes,yes,often,usually
4441,1,usually,usually,usually,usually,never,yes,sometimes,never
49,1,usually,never,sometimes,sometimes,sometimes,yes,often,never
877,1,never,usually,often,never,sometimes,no,usually,never
1310,1,usually,often,usually,often,sometimes,yes,usually,often
1610,1,sometimes,sometimes,often,usually,often,yes,never,usually
3249,1,often,often,often,often,usually,yes,often,often
606,1,never,never,sometimes,never,never,yes,usually,never
2897,1,sometimes,never,never,often,never,no,usually,never
2313,1,often,sometimes,often,usually,often,yes,usually,usually
4962,1,usually,sometimes,often,never,sometimes,yes,usually,never
4517,1,often,often,usually,sometimes,sometimes,no,often,usually
4698,1,often,often,never,never,often,yes,usually,never
2960,1,never,usually,sometimes,usually,never,no,sometimes,sometimes
1626,1,often,often,usually,often,usually,no,sometimes,sometimes
2409,1,usually,often,often,sometimes,sometimes,no,sometimes,never
708,1,often,sometimes,usually,often,often,no,usually,never
2747,1,often,usually,often,usually,sometimes,yes,never,often
2379,1,often,often,usually,usually,never,yes,often,usually
1315,1,usually,usually,usually,usually,often,no,often,often
2883,1,never,usually,sometimes,often,never,yes,often,usually
4039,1,sometimes,often,usually,never,usually,no,never,often
4405,1,never,usually,never,usually,usually,no,usually,often
879,1,never,often,usually,never,often,yes,never,never
3996,1,often,never,never,often,often,yes,often,sometimes
4196,1,often,usually,sometimes,usually,often,yes,usually,often
1796,1,usually,usually,never,sometimes,never,yes,sometimes,usually
2115,1,never,usually,often,never,sometimes,yes,usually,sometimes
361,1,often,never,sometimes,sometimes,usually,no,usually,often
1589,1,never,often,often,usually,usually,yes,usually,usually
1712,1,often,sometimes,never,sometimes,never,no,usually,sometimes
2109,1,sometimes,usually,sometimes,sometimes,often,no,never,never
3193,1,never,usually,often,never,usually,no,sometimes,usually
2984,1,sometimes,never,often,usually,usually,yes,sometimes,often
639,1,never,often,never,usually,usually,no,sometimes,often
1692,1,often,sometimes,sometimes,sometimes,usually,yes,often,often
943,1,never,usually,sometimes,usually,usually,yes,never,usually
3126,1,sometimes,never,never,usually,usually,no,usually,usually
2652,1,often,usually,sometimes,often,usually,yes,sometimes,usually
981,1,sometimes,often,usually,sometimes,sometimes,yes,sometimes,sometimes
3382,1,never,often,often,usually,often,no,usually,often
2982,1,often,never,never,often,sometimes,yes,often,sometimes
2759,1,never,sometimes,never,never,never,no,often,never
4667,1,sometimes,usually,sometimes,never,often,no,usually,sometimes
3263,1,sometimes,sometimes,never,often,sometimes,no,usually,often
250,1,usually,often,sometimes,sometimes,usually,no,usually,sometimes
1930,1,usually,often,sometimes,sometimes,never,no,often,usually
2791,1,never,usually,never,never,never,yes,usually,usually
3396,1,sometimes,sometimes,sometimes,never,often,no,usually,sometimes
4135,1,never,usually,sometimes,often,never,yes,usually,usually
3260,1,never,never,often,never,sometimes,yes,sometimes,usually
1662,1,often,often,never,often,never,no,never,usually
2557,1,often,often,often,sometimes,usually,yes,never,usually
4429,1,often,never,sometimes,usually,usually,no,often,never
4870,1,never,often,never,often,usually,yes,sometimes,usually
738,1,usually,sometimes,never,often,never,no,never,sometimes
4174,1,sometimes,never,often,sometimes,often,yes,usually,usually
3104,1,often,never,often,usually,sometimes,no,often,sometimes
3822,1,never,usually,sometimes,usually,usually,no,usually,sometimes
3749,1,never,sometimes,sometimes,never,never,yes,sometimes,never
4776,1,sometimes,sometimes,often,never,sometimes,no,sometimes,sometimes
3353,1,sometimes,sometimes,never,never,often,yes,usually,usually
3227,1,often,sometimes,often,never,usually,yes,never,never
3384,1,sometimes,never,usually,sometimes,usually,yes,sometimes,often
1382,1,never,often,often,often,sometimes,yes,often,often
1476,1,sometimes,usually,often,never,never,yes,sometimes,never
73,1,usually,never,often,usually,often,yes,never,never
4035,1,often,usually,sometimes,never,usually,yes,never,often
2387,1,never,usually,usually,sometimes,never,yes,usually,sometimes
3184,1,sometimes,sometimes,sometimes,never,usually,yes,sometimes,often
122,1,often,sometimes,sometimes,sometimes,usually,no,never,usually
2215,1,sometimes,never,usually,sometimes,never,no,often,never
3659,1,never,usually,usually,sometimes,often,no,often,usually
1524,1,often,often,often,never,never,yes,often,never
3735,1,usually,usually,often,often,often,yes,sometimes,sometimes
4275,1,never,sometimes,sometimes,sometimes,usually,yes,sometimes,usually
2282,1,never,often,sometimes,often,sometimes,yes,usually,usually
2538,1,sometimes,often,never,sometimes,usually,no,never,never
1026,1,sometimes,often,never,sometimes,never,no,never,usually
4318,1,usually,sometimes,usually,often,usually,yes,usually,usually
1954,1,often,never,never,sometimes,often,no,often,never
3342,1,never,never,sometimes,never,sometimes,no,usually,often
3011,1,sometimes,usually,sometimes,sometimes,usually,no,usually,never
1456,1,sometimes,sometimes,often,sometimes,often,no,sometimes,often
2489,1,usually,sometimes,usually,sometimes,usually,yes,usually,sometimes
2131,1,sometimes,often,usually,sometimes,often,no,usually,often
2823,1,sometimes,never,usually,usually,usually,yes,never,often
946,1,often,often,often,sometimes,sometimes,yes,sometimes,usually
2263,1,never,usually,sometimes,often,usually,yes,never,usually
4835,1,usually,often,often,often,usually,no,sometimes,often
4245,1,never,often,often,never,sometimes,yes,usually,sometimes
501,1,never,usually,usually,usually,often,yes,usually,usually
2913,1,often,usually,never,usually,never,no,often,usually
996,1,usually,sometimes,never,often,never,yes,sometimes,sometimes
4893,1,usually,sometimes,sometimes,usually,often,no,never,often
3323,1,often,never,never,usually,sometimes,no,never,sometimes
4137,1,never,usually,never,usually,sometimes,no,usually,usually
3814,1,sometimes,usually,never,never,often,no,never,never
4211,1,usually,usually,never,usually,sometimes,yes,usually,never
224,1,sometimes,sometimes,often,sometimes,never,yes,often,never
1775,1,usually,often,sometimes,often,sometimes,no,sometimes,never
2452,1,often,usually,never,never,usually,yes,never,often
